Date,Baseline Period,Actual Consumption (kWh),Avg WB Temperature (°F),Product A,Product B,Seasonal Indicator,"Max (AvgWB,55) (°F)",Total Production,Expected Consumption (kWh),Actual Minus Expected (kWh),Cumulative Energy Savings (kWh)
1/1/2014,1000000.00,53757.39,53.14,135249.76,273359.78,0.00,55.00,408609.53,65195.52,11438.13,0.00
1/2/2014,1000000.00,47778.01,51.45,0.00,0.00,0.00,55.00,0.00,50894.19,3116.17,3116.17
1/3/2014,1000000.00,70153.83,41.39,147185.53,346725.65,0.00,55.00,493911.18,68181.08,-1972.75,1143.42
1/4/2014,1000000.00,72805.76,35.97,249292.60,349968.46,0.00,55.00,599261.06,71868.32,-937.43,205.99
1/5/2014,1000000.00,70841.87,36.07,245493.57,343220.03,0.00,55.00,588713.60,71499.16,657.29,863.28
1/6/2014,1000000.00,63689.89,43.50,279235.74,0.00,0.00,55.00,279235.74,60667.44,-3022.46,-2159.18
1/7/2014,1000000.00,57914.31,38.58,141725.30,0.00,0.00,55.00,141725.30,55854.57,-2059.74,-4218.92
1/8/2014,1000000.00,68507.71,45.24,123323.54,291907.22,0.00,55.00,415230.76,65427.26,-3080.45,-7299.37
1/9/2014,1000000.00,70658.97,52.92,253445.36,413516.11,0.00,55.00,666961.46,74237.84,3578.87,-3720.50
1/10/2014,1000000.00,80445.27,60.49,244107.89,422853.57,0.00,60.49,666961.46,77760.00,-2685.28,-6405.78
1/11/2014,1000000.00,74690.57,63.80,218493.89,447646.01,0.00,63.80,666139.90,79860.05,5169.48,-1236.30
1/12/2014,1000000.00,75364.60,60.10,226429.94,361699.78,0.00,60.10,588129.72,74749.50,-615.10,-1851.39
1/13/2014,1000000.00,65989.45,61.71,211196.53,0.00,0.00,61.71,211196.53,62591.82,-3397.63,-5249.02
1/14/2014,1000000.00,69756.10,64.20,48819.94,0.00,0.00,64.20,48819.94,58507.92,-11248.18,-16497.20
1/15/2014,1000000.00,70383.87,61.68,125672.13,282354.26,0.00,61.68,408026.39,69459.47,-924.40,-17421.60
1/16/2014,1000000.00,78083.06,65.14,206844.20,403315.68,0.00,65.14,610159.88,78756.56,673.49,-16748.11
1/17/2014,1000000.00,73622.70,51.90,188448.17,268950.30,0.00,55.00,457398.47,66903.13,-6719.57,-23467.67
1/18/2014,1000000.00,73158.43,38.78,211829.68,378225.14,0.00,55.00,590054.82,71546.10,-1612.33,-25080.00
1/19/2014,1000000.00,70104.59,38.39,125636.88,283603.77,0.00,55.00,409240.65,65217.61,-4886.99,-29966.99
1/20/2014,1000000.00,58579.68,42.89,153783.02,0.00,0.00,55.00,153783.02,56276.59,-2303.09,-32270.08
1/21/2014,1000000.00,51788.43,41.10,109586.13,0.00,0.00,55.00,109586.13,54729.70,2941.27,-29328.81
1/22/2014,1000000.00,48409.67,33.87,22335.91,34354.21,0.00,55.00,56690.12,52878.34,4468.67,-24860.14
1/23/2014,1000000.00,61054.67,36.07,104055.45,189886.50,0.00,55.00,293941.96,61182.15,127.48,-24732.66
1/24/2014,1000000.00,72759.81,47.03,257943.09,383706.38,0.00,55.00,641649.47,73351.92,592.11,-24140.55
1/25/2014,1000000.00,72292.26,36.86,222966.75,337251.21,0.00,55.00,560217.95,70501.81,-1790.45,-25930.99
1/26/2014,1000000.00,67300.79,42.67,183197.20,346274.48,0.00,55.00,529471.68,69425.69,2124.90,-23806.09
1/27/2014,1000000.00,58742.29,41.30,373147.94,0.00,0.00,55.00,373147.94,63954.36,5212.07,-18594.02
1/28/2014,1000000.00,56813.91,47.03,0.00,0.00,0.00,55.00,0.00,50894.19,-5919.73,-24513.74
1/29/2014,1000000.00,67570.22,56.98,128409.02,245961.30,0.00,56.98,374370.32,65270.15,-2300.07,-26813.81
1/30/2014,1000000.00,72370.13,61.94,136114.87,385398.05,0.00,61.94,521512.92,73599.99,1229.85,-25583.96
1/31/2014,1000000.00,70103.70,37.83,202116.77,406668.67,0.00,55.00,608785.44,72201.68,2097.98,-23485.99
2/1/2014,1000000.00,71580.64,34.55,222576.07,475154.55,0.00,55.00,697730.61,75314.76,3734.12,-19751.87
2/2/2014,1000000.00,69000.02,33.05,148534.74,416236.14,0.00,55.00,564770.88,70661.17,1661.14,-18090.73
2/3/2014,1000000.00,62133.88,41.71,247754.27,0.00,0.00,55.00,247754.27,59565.58,-2568.30,-20659.03
2/4/2014,1000000.00,53697.12,37.06,25185.77,0.00,0.00,55.00,25185.77,51775.69,-1921.43,-22580.46
2/5/2014,1000000.00,65176.68,46.59,147889.76,221834.64,0.00,55.00,369724.39,63834.54,-1342.14,-23922.60
